2025-11-03 at 21:50:13 | ERROR | 
2025-11-06 at 19:06:26 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0ad2608f-3ef8-4661-91a2-37d313d7c6d2.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:26 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0b9758eb-40ea-46d6-b22a-70ff1fd8f03c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:26 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0c41563c-c935-4102-868a-089e403c7d19.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:26 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0cb09a31-7100-4854-a556-5819e34592dc.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:26 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0cfa35b8-bad6-4244-b623-3b676630ca7f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:27 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_0d708f63-4674-4abe-92f8-aa9a25deac3c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:27 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_110f35cc-ec1c-4a94-ae23-2cd219a94407.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:27 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_117db43f-35db-4da1-8478-4f42827363c8.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:27 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1264a5cb-3ceb-40d1-ba23-34b21a5193a6.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:28 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_13081356-51e4-4b8e-82cb-bd9f52977868.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:28 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_156be53b-c65c-4f00-929a-c2db5cb1f2f0.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:29 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_194f8784-28e4-46a3-8cd6-69288ed01ec5.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:29 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1b5db45c-3458-4f8a-8fc0-2b1754d374db.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:29 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1c2e8d36-f499-499d-be7d-c9dae22c070f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:29 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1d102f1c-4025-4682-a5d8-04b6f7de672b.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:29 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1dc0fe96-f909-46fb-9950-a20cd9fbb5be.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:30 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_1f637ee6-e3dc-41dc-81ad-0418039089f5.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:30 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2010e398-7bf0-466c-8fe1-6ab8fa8f27c7.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:30 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_202cab88-b1be-4b2e-8e16-cca4f8a4d0d2.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:30 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_203c85e8-2433-4efe-9343-1915c8c4f877.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:31 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_21cb0811-f90d-4824-a098-afdb756c4855.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:31 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2301a534-b73b-4789-8905-6e8d1d2cf0c3.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:31 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_24884395-58bb-41a4-a758-558719c92a6c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:31 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2532cc33-7db0-4fe0-9c19-8bff59ba5854.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:32 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_26b8c5c8-5089-4b29-b17c-beeb4dcc413b.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:32 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_27634485-1d20-4279-ab33-8b6702849f61.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:32 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2764de9c-3409-4bbf-851d-c0885ecc85e6.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:33 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_27a24785-c320-4ce8-aac5-4690401b3efd.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:33 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_284a8800-1556-4162-9a43-5889ed57d024.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:33 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_295891c0-0ff6-4294-bcd4-391eb4e91e5e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:34 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2d141e8b-b3f4-4cb6-b401-96693e17ffa8.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:34 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2e52ec6e-cba1-4f85-84d9-93a7a70639db.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:34 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_2e85b8ba-cb5f-468b-a43d-745e1c4dfe53.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:35 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_385c8796-8231-4622-a7e9-6f5e66c33b1a.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:35 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_38bb084a-a938-40d5-939a-ed5bd345fc3d.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:35 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_3945df2c-34eb-40ac-92c7-3d39466a2e4f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:36 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_3b3b0b3b-7bb3-45f9-bcec-d156dd826103.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:36 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_3bc48443-1343-4538-8674-21c59b1ef210.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:36 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_3c6b6577-f420-4ad2-899c-8e66a327eba9.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:37 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_3f1a3697-e090-4769-93fa-3b6d057b44e5.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:37 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_410d77b7-58ce-4ee1-9636-9676c39bf80c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:37 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_43e8d9dc-8350-4551-a211-d2659408f7b7.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:38 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_44091657-30ca-4f76-9505-e147fd822861.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:38 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_440e78f6-b48e-421d-9933-3c2855fb2cab.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:38 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_471b8bd8-086e-47e2-be5b-0f68e90fdf96.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:39 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_4726e471-0839-46ea-b125-13502ec7a87d.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:39 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_47eaa61f-8ed2-4e0e-9ce3-8496c690c997.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:39 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_48377a16-32e2-40ee-8925-56227968eb74.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:39 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_4c7247f3-ed59-468a-81e8-fd978e0a1b71.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:39 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_50b74966-5987-4fa1-b047-da4ca16857c2.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:40 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_51f521b9-6cfa-44c5-8ead-9355fcd9ab84.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:40 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5230dcf3-4b49-4750-86a8-1e4a5feb840c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:40 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_52aefcdc-6ce2-4d8f-b14e-56998c68d0d0.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:41 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5328bebb-851a-4675-b326-1497d5f11aef.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:41 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_54cbe41a-6160-4dde-b211-e0bc2746fe62.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:41 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5627ac62-746c-41ae-bb86-3453754b7202.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:41 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_56d6fe3d-e1c1-4194-a47c-55331937118b.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:42 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_58fb34fa-770d-4253-a626-526a3f05f81a.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:42 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_599873b5-054b-4dc2-ad61-b5ab0754b69e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:42 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5bdb5d88-a851-4cb8-bcc9-e5234a8399c4.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:43 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5cee7104-dd6e-4388-8fd0-6fc90df8476e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:43 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5d642616-5813-498a-af4c-afbd7267cc6e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:43 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5e845531-5b2a-46fc-869b-c84889f87bee.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:43 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_5f7ee3d2-4644-44a9-a887-53f7bc59145e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:44 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6033056b-6884-4e13-aeac-4049517fcfdb.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:44 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_60b7401a-d245-4c49-bb4f-11ec68d5c60b.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:44 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_62d25c17-4218-4e29-982c-6cbb26b6470d.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:44 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_681f11eb-1595-4444-9dc8-c5b5f7f92906.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:45 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6843a1d0-ec88-4626-bb85-74fafef98e13.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:45 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6ab7451d-bdf1-4e15-8b30-c06b4229bdd6.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:45 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6b146472-c371-4339-9eb3-5d6398105f61.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:46 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6bacf077-e370-4a88-b1a2-27667d453b88.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:46 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6c892e0b-faf4-4c98-821d-56ba0844700c.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:46 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6ead4fbf-7ac9-4a2e-985a-fcf2fada9806.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:46 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_6fc3b07e-248c-44ab-81cf-72cc972add30.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:47 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_71a58f77-4fb8-4906-a7db-e184ed57d2dc.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:47 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_71fee8d7-b979-4451-b4d6-44faed20643f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:47 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_76481420-c422-436d-8bfe-36fe11f09d9a.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:47 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_78a2abf2-effd-4c5f-ab0e-7a6d95902a6a.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:48 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_79f05887-b2e4-4cc0-ad37-c07699b22dc5.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:48 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_7bad492f-ea6a-4237-be15-8f1f19852c40.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:48 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_7c06fc96-a978-46f5-98cd-034ecde5ace9.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:49 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_7ee15153-2b89-4ce3-9432-787de6c15619.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:49 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_81f63827-2183-4d13-aefd-4d0ade751eec.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:49 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_853f32a2-caff-4759-a305-712236a9f614.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:49 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_87d78a04-4e6e-4d52-873e-07ac5f463174.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:50 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_8c1ac182-5fc0-4249-9adb-e312cd8b83ca.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:50 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_8c62b1eb-cc8a-4944-a022-859d95697b83.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:50 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_8c924f64-ab25-4229-85ad-348caa1e06db.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:50 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_8dfd6187-c8fb-4417-a33f-018792382df4.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:51 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_8ffce166-8ebc-4755-ad02-7a740e6945a5.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:51 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_905c9276-505e-416e-8619-29c1d60d47a0.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:51 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_912b4dd5-d756-4a04-be28-b090a151e637.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:51 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_925b14dc-1d53-4f9d-abde-48fca8b22537.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:52 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_92f7bcba-9d67-4b82-9915-f563c5683cae.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:52 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_940e2c45-8477-4f38-86f2-6f2f2c599665.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:52 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_94c9e4de-df3a-4e25-b7f2-b067ea779308.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:52 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_99ab054b-d1ce-4267-9b78-ae3bac68882e.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:52 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_9b03d2a4-4e3d-4647-b03f-a33342a172cc.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:53 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_9f0ce8e7-8d23-4225-9078-4c846a39f062.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:53 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_9f16d147-fb65-4f4b-a950-1f20b1b30076.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:53 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_9f834eae-2504-419f-978e-7c93a38ac152.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:54 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_a1e744cd-0550-4f4e-81a7-544c1d3c71cd.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:54 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_a8fb83f3-2696-48e9-adbd-b7ce13bc6e30.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:54 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_a9ae15d8-1748-48df-826c-3c5f0b53d924.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:55 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_aad5fadf-10af-4117-a073-cfbb34e445af.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:55 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_abfe6dcb-08f7-4c7e-a1a7-861d0aa60a5a.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:55 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_aeadc359-2ec7-45d3-9bfe-9c645cf6cb59.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:55 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_afa97468-276b-472b-bf11-32192a72520f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:56 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_b035dad3-aa29-412b-89da-7a28a7a2b831.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:56 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_b0d1e4e1-9128-40d8-b99c-13f103a8416f.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:56 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_b19dc2e6-8c80-4090-9921-caf8d5dbbbd8.mp3.transcript.json; trying to join all text-like fields.
2025-11-06 at 19:06:56 | WARNING | Empty transcript text extracted for data/MeetingBank/Audio&Transcripts\Alameda\transcripts\alameda_b52033be-89a4-45ba-9375-31f9766d2383.mp3.transcript.json; trying to join all text-like fields.
